"Ano_Ref","id_mun","ES001","POP_URB","ES006","ES028","FN001","FN003","FN006","FN013","FN024","FN033","FN043","FN048","FN053","FN058"
2007,2930501,3480,44166,134.22,1,3153529.6,65534.5,3330286.82,2448762.31,0,2000,NA,NA,NA,NA
2010,2933208,7249,35244,329.9,148.64,6732584,582138,7630999,1171478,7095000,NA,NA,NA,NA,NA
2010,2101202,7641,77860,422,24.5,4535467,137758,4683514,1403968,0,281330,NA,NA,NA,NA
2009,2211001,118642,756465,5932,3145.2,109815802.33,14524740.41,97448271.59,14678111.16,424708.79,118693485.48,624010.21,1454878.38,17694.47,3958581.39
2006,2905602,377,20846,9,NA,1489772.74,4280.81,1467270.81,84131.28,3214000,3214000,NA,NA,NA,NA
2003,2906501,9028,71579,411.8,427.8,8787813.51,205144.37,10776177,NA,13629,13629,NA,NA,NA,NA
2006,2916401,54879,58307,467.6,3.3,3253480.75,858667.31,3228934.61,564268.71,88193.18,161590.1,NA,NA,NA,NA
1999,2914802,133530,176726,395,NA,8695747,2645598,8612771,1584482,137147,375988,NA,NA,NA,NA
1998,2926004,19240,19207,NA,NA,744617,218361,744617,77906,20503,64322,NA,NA,NA,NA
2001,2928604,13473,44886,NA,NA,1250527,23982,1339376.47,NA,NA,NA,NA,NA,NA,NA
2022,2906501,32107,NA,1307.34,916.75,119044564.06,5762166.48,115427331.98,2670316.63,354991.77,7388365.03,0,0,0,0
2022,2914703,29785,NA,1042.65,235.37,21655836.41,4665507.38,21586150.08,3173415.11,6319394.63,9945083.2,0,0,0,0
2022,2917201,6270,NA,0,0,2045284.26,0,2015366.22,15235.54,2886.37,127388.48,0,699535.02,0,0
2022,2926301,454,NA,20.42,0,7380876.38,54035.74,7519578.85,845680.97,22080.43,2198754.15,0,0,0,0
2022,2928703,22966,NA,896.73,452,33102324.57,3905967.04,33795535.83,2974459.93,708776.21,3309477.98,0,0,0,0
2022,2933208,10814,NA,601.79,1147.63,23551987.35,4016376.49,23116902.79,3208849.53,1000149.71,5274450.29,0,0,0,0
2022,2103000,12000,NA,562.97,181.31,28011421.03,178574.63,28011421.03,4334103.95,0,21986.4,0,0,0,0
2021,2903201,113927,142654,4913.16,1778.46,68435708.81,24588889.38,67565725.15,2596835.21,9596562.89,13100176,0,0,0,0
2021,2904506,1900,3115,0,0,839008.22,0,824003.78,98278.84,632.16,34076.34,0,0,0,0
2021,2909802,28973,54411,1121.9,657,16227049.81,4590064.21,15914399.15,1772182.81,2093579.25,3762603.43,0,0,0,0
2020,2910727,12438,106652,405.7,115.65,25776819.03,892561.9,25710495.6,2092615.26,11516.07,1240127.58,NA,NA,NA,NA
2020,2918001,125688,143310,5688.4,1428.88,61633506.89,25302823.46,59371188.44,1558109.69,1262121.33,4800399.88,NA,NA,NA,NA
2019,2918407,184291,175996,5679,758,37110533.46,11894077.77,37110533.46,4253418.09,6234762.15,6512647.14,0,0,0,0
2019,2919009,631,1197,14.23,2.54,452573.45,33208.1,436115.41,203749.95,0,1165245.57,NA,NA,NA,NA
2020,2920601,14269,26252,463.58,569.85,6440498.26,1942153.39,6438708.38,520402.84,100679.99,6347153.26,NA,NA,NA,NA
2019,2921203,4321,15792,119.45,28.89,4677497.1,462455.4,4300883.68,731547.87,0,0,NA,NA,NA,NA
2021,2921401,2537,9004,195.43,3.68,1191081.42,335911.63,1200278.35,272340.86,844.54,34106.82,0,0,0,0
2020,2922250,689,1426,37.78,16.44,1141547.58,176235.83,1255543.9,202350.83,109432.1,153629.32,NA,NA,NA,NA
2017,2922250,1428,1454,44.86,11.84,552613.25,170861.55,509125.03,130056.47,0,33746.93,NA,NA,0,0
2019,2925709,2050,3794,0,1.5,940518.88,0,943401.28,23248.85,0,249254.64,0,25551.81,0,0
2020,2927903,6817,9737,296.42,103.95,2847961.03,954754.27,2794088.49,104033.07,785348.78,958987.98,NA,NA,NA,NA
2019,2927903,6287,9760,202.19,84.46,2836186.38,910024.1,2814013.51,85242.21,20216.5,20216.5,NA,NA,NA,NA
2019,2928109,14113,23542,195.14,37.2,7850972.03,734547.78,7850972.03,1230394.47,0,248111.64,0,0,0,0
2019,2103307,11361,84355,0,240,11605835.32,645842.52,12093115.43,2863590.79,0,982777.2,0,0,0,0
2017,2104057,4000,30292,70,1,2350350,0,3353850,8e+05,NA,NA,0,0,0,0
2021,2105302,78447,246369,4142.59,204.95,70637266.52,21070588.69,47421034.38,7701680.4,0,2790636.86,NA,NA,NA,NA
2018,2105302,85808,244508,4335.84,115.59,57734555.42,17598496.6,42178704.18,8051138.17,0,1950,0,0,0,0
2019,2208502,4764,7926,69.12,150.89,841179.23,219785.16,867842.6,376823.45,0,204.4,0,0,0,0
2020,2210409,1910,6493,0,0,1105236.2,0,1275937.55,173782.59,0,6944.5,0,0,0,0
2014,2902906,501,22672,21.63,3.72,3046368.58,35135.98,2684100.87,387817.68,1153.15,151032.46,NA,NA,NA,NA
2012,2903409,12451,11561,513.09,130.95,2297604.12,773541.2,2139864.54,167989.26,NA,NA,NA,NA,NA,NA
2014,2903706,3304,5597,0,0,1072820.53,0,1089303.17,175232.77,0,211180.46,0,0,0,0
2015,2904902,14158,17671,460.29,219.39,4835901.57,1456266.16,4611520.5,279733.36,1398928,2446383.61,NA,NA,0,0
2014,2910404,4060,4503,143.34,80.5,1079354.82,345853.72,949810.07,129689.38,961441.4,1094562.95,NA,NA,NA,NA
2012,2911709,31978,63440,0,51.12,7572135.58,29925.91,7264669.59,545427.41,NA,NA,NA,NA,NA,NA
2014,2912806,4250,4939,0,0,682799.9,0,678513.25,49250,0,66194.64,50000,105479.17,0,0
2016,2914703,8029,52388,253.19,29.72,11503300.57,330032.86,11500860.14,1023113.96,172026.49,748159.66,NA,NA,49809.74,49809.74
2015,2915403,3681,5895,138.83,52.52,959932.99,307870.57,924711.95,43022.06,346.12,829.83,NA,NA,0,0
2013,2920007,7300,7768,0,NA,1026266.67,0,941757.16,36195.56,0,14389.1,0,0,0,0
2016,2920601,14285,27022,481.79,470.24,5058999.44,1306452.6,4826487,363866.32,791373.05,2150267.42,NA,NA,0,0
2015,2924652,5250,6066,70,14.8,806926.89,0,832605.68,88357.01,115380.25,337237.32,0,40000,0,439507.87
2015,2925204,28456,32220,0,0,4836361.8,0,4913192.68,407937,14138.7,33898.34,3e+05,3e+05,0,0
2015,2926004,12225,25469,929,122,2702816.49,919514.45,2692816.49,301564.22,0,92143.9,0,0,0,0
2016,2929305,2903,18663,112.49,1.22,4354036.29,164529.49,3805532.59,684438.1,3620.69,18775.76,NA,NA,0,0
2014,2931350,21460,145445,733.62,302.29,18802818.38,1280170.38,19308684.27,1069160.42,4648602.98,6059629.65,NA,NA,NA,NA
2015,2933158,8760,8813,244.23,3.09,1876238.9,668303.19,1773355.83,174450.13,1222432.66,1457255.59,NA,NA,0,0
2014,2207009,9064,22383,295.35,196.1,3734391.63,821893.93,3948496.33,411659.97,0,0,NA,NA,0,0
2015,2210003,16000,13882,0,300,4541418.35,2208797.94,4547768.98,667763.11,0,8.31,0,0,0,0
2009,2903201,10238,123370,393,35.57,12494923.51,442934.92,13172722.46,523993.05,NA,NA,0,0,0,0
2009,2906501,17517,74474,639.92,59.9,30380632.17,535280.79,30870618.69,785985.58,6066000,NA,0,0,0,0
2008,2913507,2174,14709,69.06,3.95,943158.77,37409.55,973430.52,87023.83,0,0,NA,NA,NA,NA
2009,2916104,8635,20796,385.75,347.88,2332210.74,516607.85,2571120.13,447737.75,4492000,NA,0,0,0,0
2008,2922003,8207,25495,346.65,0,1598131.29,236038.64,1582051.93,103135.52,0,0,NA,NA,NA,NA
2010,2932903,57745,64368,0,6.1,8031561.66,0,8034166.2,540993.03,68136.4,489785.93,0,0,0,0
2008,2202901,1785,14495,101,160.85,1405181.61,108375.21,1317767.52,265087.73,0,0,NA,NA,NA,NA
2006,2914703,3487,47410,113,1,3376921.8,50018.88,3301545.78,1252488.25,0,51000,NA,NA,NA,NA
2002,2916104,1098,19763,NA,NA,888931.79,100460.48,900763.23,NA,NA,NA,NA,NA,NA,NA
2004,2926301,738,14059,27.46,0,1007361.06,11391.15,1058798.34,NA,0,0,NA,NA,NA,NA
2006,2927705,11691,20764,344,NA,1248899.56,456632.3,1154237.01,191850.39,0,0,NA,NA,NA,NA
2000,2918407,94412,133278,4856.39,NA,5208996.64,1179358.52,5042128.4,463103.66,0,717345.79,NA,NA,NA,NA
2022,2914653,917,NA,27.97,28.35,4920095.13,56717.47,4720738.11,610632.35,19133.07,256738.24,0,0,0,0
2022,2918001,127324,NA,6062.33,1322.25,67978300.56,28234838.42,68474887.74,2368052.2,8720593.16,15088373.86,0,0,0,0
2022,2928000,29400,NA,0,0,5997046.57,0,6103176.11,769438.93,15099.26,812329.87,0,0,0,0
2022,2930774,21400,NA,0,13.16,3761367.06,636648.16,4220317.76,681929.9,0,0,0,0,0,0
2020,2901007,856,27130,29.23,0,7148071.3,58215.33,7364992.05,585619.83,1580,329506.5,NA,NA,NA,NA
2017,2906006,2842,27413,58.73,30.16,4646992.14,89169.56,4552562.25,348912.1,0,100630.8,NA,NA,0,0
2021,2911303,3379,5683,86.95,5.84,1018082.59,343731.23,1071527.82,224725.6,2576.72,145204.63,0,0,0,0
2018,2914604,12924,66740,379.6,42,18778129.52,1167353.47,18562896.09,4349138.93,0,2524541.52,NA,NA,0,0
2021,2914901,10131,16297,480.32,758.23,7744222.2,2679631,7727614.4,600262.9,312829.29,599652.04,0,0,0,0
2019,2915809,915,19664,26.4,11.79,3876600.08,80181.32,3468113.52,193388.95,93376.74,153913.5,NA,NA,NA,NA
2020,2918100,25651,18812,0,0,4438350.06,0,4270390.71,238394.27,6818867.76,7819530.1,150000,280000,0,0
2017,2918100,13477,19253,0,NA,3539513.6,0,3529395.49,256481.92,0,0,0,0,0,0
2019,2918209,4036,5747,118.59,90.37,1779843.49,536000.32,1934651.65,154432.5,1991.88,1991.88,NA,NA,NA,NA
2020,2918902,687,2211,0,NA,967835.96,0,856037.05,90998.48,0,43375.02,0,0,0,0
2018,2919009,571,1205,56.62,0,389355.72,2479.6,374002.02,158678.45,0,0,NA,NA,0,0
2020,2919553,56675,82326,2267.59,277.93,34873253.78,10433436.98,34419958.58,1401123.15,5261691.56,9830263.74,NA,NA,NA,NA
2018,2932507,2127,12146,87.35,20,2683199.48,179092.25,2704342.59,130976.23,0,0,NA,NA,0,0
2020,2211001,310235,818316,10374.53,3801.12,274507228.56,48922762.76,261776152.26,35089310.62,6824035.1,88779761.83,0,0,0,0
2018,2211001,252000,812063,8212.87,480.71,210249652.87,31123638.79,196079178.21,32148935.11,17522410.96,95652095.82,0,0,0,0
2015,2900207,6548,10357,203.74,40.24,1631102.44,507933.77,1486924.74,85271.87,28183.06,186464.44,NA,NA,0,0
2016,2900702,35962,135763,1174,0,22105299,1206151,24684858,463626,1728988,3210560,0,0,0,0
2012,2900702,15142,125362,530,22.5,15597377.96,404873.28,17733134.89,1980550.82,951215.03,1477331.73,0,0,0,0
2015,2901007,1043,27395,19.1,0.03,4527586,19971.89,4662900.22,350377.61,24076.81,115384.1,NA,NA,0,0
2014,2906006,1712,26835,33.38,17.54,3251649.75,58698.67,3273148.64,169078.86,3963.03,2091158.63,NA,NA,NA,NA
2016,2909307,3385,13421,499,NA,2994681.65,0,2994681.65,403109.44,0,404498.45,0,0,0,0
2013,2910057,26502,70619,1239.11,191.52,9277400.26,2469962.92,8910855.33,1100330.99,0,6743317.69,NA,NA,NA,NA
2012,2912202,952,11293,0,NA,387615.77,0,364832.02,52169.73,NA,NA,0,0,0,0
2014,2914703,4905,51973,156.08,28.33,9380051.74,199498.27,9993981.46,863423.67,4438581.95,5619963.71,NA,NA,NA,NA
2014,2916708,4071,5089,0,0,529228.17,0,554192.6,98409.23,0,39325.1,0,10000,0,0
2015,2918407,134572,177309,4141,NA,25008126.53,6442515.69,29103290.5,3403669.04,0,3564132.94,0,0,0,0
2014,2919009,950,1263,0,0,228784.24,0,244012.61,99532.17,0,10742,0,0,0,0
2016,2919207,83984,194641,9980.74,27.82,54123344.07,6352152.28,51798695.88,3535963.33,22609064.12,33528774.93,NA,NA,0,0
2015,2207702,37957,141352,1210.18,152.71,22338416.93,2688623.37,22457156.73,5550517.56,3520875.39,6681495.82,NA,NA,0,0
2010,2903409,11332,11420,492.59,165.04,1731215,561557,1882286,147506,NA,NA,NA,NA,NA,NA
2007,2907301,693,14024,21.04,NA,1104053.85,12472.73,1134546.65,191344.78,0,0,NA,NA,NA,NA
2009,2909307,3000,12887,0,13,1282966,0,1282966,158035,0,190900,NA,NA,0,0
2008,2909505,2171,3722,NA,NA,283969.06,79051.49,292643.64,174733.21,67000,67000,NA,NA,NA,NA
2007,2914703,3599,45845,115.49,1,3797046.73,60377.93,4107975.19,754481.39,0,0,NA,NA,NA,NA
2007,2919926,9015,14937,318.2,235,2587787.27,350666.34,2818815.62,180029.84,0,0,NA,NA,NA,NA
2007,2929206,6547,23930,238.26,74,2373050.63,341986.18,2536033.61,262909.88,0,0,NA,NA,NA,NA
2010,2930501,3403,47188,132.28,1.93,4893962,83773,5071402,NA,NA,NA,NA,NA,NA,NA
2011,2931301,4000,12752,0,NA,847352,0,864719,74966,NA,NA,30000,340000,0,0
2011,2931350,4891,131477,199.97,0,13134370,188362,13676898,902522,2738000,2738000,NA,NA,NA,NA
2010,2933604,6825,32541,0,62.32,1326027.31,47240.58,841361.84,192640.91,0,104442.78,0,0,0,0
2011,2204303,3500,7344,0,25,733404.8,0,821638.08,63074.55,0,0,50000,50000,0,0
2004,2914703,2417,46532,113.45,0,2647822.24,40668.18,2676974.57,NA,0,4376000,NA,NA,NA,NA
2005,2933604,5850,33486,0,727.3,972222,21069,972606,169753.85,0,113704,NA,NA,NA,NA
2003,2101202,3929,73048,0,0,2653838.25,56607.48,2871514.66,473010.05,0,131724.84,NA,NA,NA,NA
2001,2910057,7554,44277,329.29,NA,1185312,181118,1274529.32,NA,NA,NA,NA,NA,NA,NA
1998,2914802,123154,177109,466,NA,9149421.79,3293168.59,7869931.77,1329920.13,273293.65,787150.4,NA,NA,NA,NA
2022,2906824,6500,NA,0,0,2177766.95,0,2238969.98,290033.13,5204.89,1737510.09,0,0,0,0
2022,2917334,4558,NA,162.41,33.77,1876325.88,766195.54,1909019.21,63559.98,115165.04,245390.74,0,0,0,0
2022,2932101,5117,NA,246.93,47.28,2956053.39,933356.21,2949525.44,181017.55,446551.35,707360.51,0,0,0,0
2022,2105203,3600,NA,0,NA,407854.04,66000,388792.1,189681.31,0,12525.68,15000,62000,0,0
2022,2204501,6645,NA,264.84,79.51,3861957.03,1227831.1,3483678.35,525386.23,0,53601.33,0,0,0,0
2018,2913507,1835,15240,51.98,5,2863418.63,109062.59,2858114.38,177879.01,0,0,NA,NA,0,0
2017,2913903,10120,43399,296.96,220.29,9226813.76,1069445.58,9039438.94,417952.11,724810.56,851858.68,NA,NA,0,0
2020,2914802,170050,208440,4858.8,513.06,53620966.76,14372161.84,49874338.46,7587627.96,0,307814.56,0,0,0,0
2020,2915601,39917,50879,1478.65,454.13,18860969.64,7225624.85,17538593.31,866524.93,293070.99,1577543.23,NA,NA,NA,NA
2017,2915601,40789,53169,1466.59,446.2,14973616.74,5644996.36,14355728.35,668443.75,119387.86,1504653.62,NA,NA,0,0
2021,2919553,59390,84617,2860.27,380.77,39066879.26,13281189.48,38824094.58,1998306.1,4244143.61,10657347.49,0,0,0,0
2021,2921005,25779,35362,1620.11,2226.96,28804680.95,10731816.35,28094339.24,3113495.35,14924439.2,23307833.24,0,0,0,0
2018,2928406,3340,16010,57.12,42.9,2052905.93,163784.61,2420663.03,298953.32,9070,164520.83,0,0,0,0
2018,2930709,49535,119130,2731.91,1152,38632297.28,5710840.69,32158482.83,2147818.29,1780834.69,4208231.37,NA,NA,0,2061960.44
2020,2105203,3000,6873,0,NA,412917.8,0,419960.72,185780.22,0,24395.37,0,0,0,0
2019,2210409,1910,6501,0,0,1079804.64,0,1127203.91,147596.61,0,199.01,0,0,0,0
2016,2907202,27000,42086,1280,86.45,3989001.35,812354.69,4054115,95874.62,10000,160000,90000,420000,60000,217000
2012,2914000,1693,28842,39.84,1.8,5793339.74,65198.86,5334088.56,953585.93,NA,NA,NA,NA,NA,NA
2012,2915809,98,19323,NA,NA,2328873.82,6449.92,2096138.74,97256.13,NA,NA,NA,NA,NA,NA
2014,2919207,75963,188013,3919.02,5127.45,45621852.37,4706270.4,43695074.55,13364771.31,5579135.81,6786527.41,NA,NA,NA,NA
2012,2919603,6854,6854,0,NA,1569764.47,0,1000561.63,153799.01,NA,NA,0,0,NA,NA
2014,2924108,180,1874,0,0,182555.11,0,190848.45,51227.84,0,8572.74,0,0,NA,NA
2013,2924603,3120,11791,0,0,312000,0,318000,32000,0,21000,0,2150000,0,0
2014,2929008,8711,9890,228.26,32.7,1578408.19,604431.4,1461960.94,83375.77,20220.43,52087.12,NA,NA,NA,NA
2016,2203909,2293,51011,103.41,31.24,11502281.05,119062.76,12227591.09,1758710.97,0,889416.49,0,0,0,0
2010,2901353,7408,6208,NA,NA,579317,0,623378,37503,11400,11400,NA,NA,NA,NA
2008,2903904,25000,43682,990,600,3341240,332837,3341240,416917,59140,197493,NA,NA,NA,NA
2010,2905701,41486,231973,832.48,250.96,43372352,2022642,47233969,4932752,18929000,NA,NA,NA,NA,NA
2010,2905800,1170,15618,38.59,7.68,1381922,21604,1557072,114822,NA,NA,NA,NA,NA,NA
2008,2910727,2914,91811,115.64,0.72,6122808.46,68752.6,6427238.69,871675.22,0,0,NA,NA,NA,NA
2009,2910800,209499,531153,9502.07,2976.73,53459690.29,15131335.23,54607859.11,6258931.64,56238000,56478000,0,0,0,0
2008,2918001,107136,137908,4734.38,1770.86,19880993.11,7325210.33,19727437.09,833536.16,520000,520000,NA,NA,NA,NA
2008,2924009,4037,90742,272.39,24.37,9969227.67,449790.79,10150727.51,538469.52,380000,380000,NA,NA,NA,NA
2011,2927408,2133336,2692868,134271.07,44102.73,701691841,252204400,626743208,52697150,8539000,30074000,NA,NA,NA,NA
2007,2928406,2500,13510,192,2.2,656147.25,47931.47,744220.33,141050.72,0,75299.28,NA,NA,NA,NA
2009,2928604,23190,43730,834.39,824.82,4088450.17,739069.94,4511782.81,516294.82,1986000,NA,0,0,0,0
2011,2932101,4970,8812,189.92,63.07,901313,244185,988628,122523,NA,NA,NA,NA,NA,NA
2011,2101202,7641,78328,333,25,5135242,129078,5303240,1433871,0,278494,0,0,NA,NA
2006,2909901,12141,11861,266.4,0,405337.26,18560,657852,148486.63,135300.2,172200.53,NA,NA,NA,NA
2005,2914604,2167,56927,74.7,NA,3775949.3,41626.78,3844287.22,997122.59,0,0,NA,NA,NA,NA
2006,2925303,89273,117025,2613,3146,8319440.44,3384548.64,8467104.38,1729976.66,642000,642000,NA,NA,NA,NA
2006,2926301,792,13402,24,0,1328180.07,14367.66,1390111.16,120938.29,0,0,NA,NA,NA,NA
2003,2928406,2324,12308,167,3,410148.02,9242.31,518029.18,62582.4,4814,57341.77,NA,NA,NA,NA
2004,2930709,40791,85940,644.51,281,8055709.88,459035.05,6464183.02,NA,56471,56471,NA,NA,NA,NA
2005,2932903,45868,60662,0,2.42,4424211.2,93421.75,4394268.54,545409.37,56322.64,121483.35,NA,NA,NA,NA
2004,2933307,108407,242034,5029.66,1574.9,17779180.57,5906684.62,18296236,NA,310000,356574,NA,NA,NA,NA
2022,2907707,3769,NA,91.02,49.4,1735167.35,232059.82,1720742.81,194173.23,8830743.21,9595391.04,0,0,0,0
2022,2912301,10258,NA,0,134,4517206.34,1758000,4465368.08,225904.97,4618.15,7709387.38,0,0,0,0
2022,2915106,10500,NA,0,NA,2371329.55,3800,2361375.39,60526.82,3601.3,178076.92,40000,108000,0,0
2022,2916500,31679,NA,726,1000,3959743.53,12550,4044064.62,1027030.28,365350.29,888740.51,310985.72,310985.72,0,0
2022,2918803,2959,NA,112.92,13.16,2105585.71,624808.24,2132599.97,139936.2,14254.5,1231304.15,0,0,0,0
2022,2926608,1218,NA,19.43,31.05,11128234.12,126645.56,11313590.37,541730.77,357484.23,1374342.76,0,0,0,0
2022,2931004,3547,NA,0,NA,2329331.58,0,2237059.1,171555.23,3668.65,148428.32,0,0,0,0
2022,2103257,12857,NA,0,0,1244950.99,105100,745645.29,181286.84,0,28234.21,0,0,0,0
2022,2207801,246,NA,6.85,2.57,3461468.87,31591.38,3463613.25,626145.05,0,9408.21,0,0,0,0
2021,2900355,3053,6107,0,0,2181845.64,0,2226207.48,337297.35,805.61,130021.95,0,0,0,0
2019,2902104,18400,20675,18.06,34.09,4543226.8,36458.18,4612349.11,596986.82,0,0,0,0,0,0
2020,2906006,4787,26681,63.03,26.22,5610973.03,106452.07,5671279.24,736675.68,113690.25,3156735.65,NA,NA,NA,NA
2020,2906501,41099,79924,1219.08,1065.39,98820652.27,5061803.32,94706491.77,766637.43,2530381.98,12303927.99,NA,NA,NA,NA
2021,2906824,6500,9306,0,NA,2168327.02,0,2318462.87,262947.93,0,46294.4,0,0,0,0
2019,2906857,2500,5648,0,6.5,2005651.93,0,1850043.9,146399.12,0,0,4240,11460,NA,NA
2018,2909505,2681,3374,98.99,10,848744.5,312107.31,782905.97,275366.6,0,0,NA,NA,0,0
2021,2910404,2582,3435,131.62,72.73,1686735.51,596315.32,1668062.15,309763.83,1449.11,65407.93,0,0,0,0
2017,2911303,2362,5862,99.84,3.59,861396.22,304023.28,833506.93,42126.25,64415.21,73966.97,NA,NA,0,0
2019,2914109,4789,6352,145.37,19.99,1885766.83,634776.46,1905932.32,106668.59,0,0,NA,NA,NA,NA
2019,2915106,12351,9662,0,NA,1984764.59,1000,1835332.78,39306.54,0,0,23000,64000,0,0
2020,2926004,25176,24803,447.95,141.18,3359160.92,937457.77,3676166.83,209266.9,0,23945.47,0,0,0,0
2020,2929206,15408,33220,548.87,524.59,10912384.25,2232311.2,10157412.62,581339.75,78900,5197684.13,NA,NA,NA,NA
2017,2930774,18970,21559,0,4.6,2043878.44,387972.97,2275911.45,354465.96,0,0,0,0,0,0
2019,2931004,4800,8452,0,NA,1867319.69,0,1652623.66,134951.92,0,191477.96,40000,95000,NA,NA
2018,2105005,75,11432,13,0,0,0,0,135942.05,0,0,0,0,0,0
2019,2200806,3109,2315,0,10,264460.71,600,260879.24,85936.02,0,96.86,5000,33000,0,0
2019,2202901,3908,16457,121.12,40.54,4717850.07,704542.13,4692955.27,731140.9,0,614.67,0,0,0,0
2015,2900702,32693,135005,1750,NA,19902207,873977,21949444,933745,1411704,1652167,0,0,0,0
2014,2903201,32012,137050,1149.63,129.52,32334336.93,3433790.82,30571713.1,1080363.73,15271333.57,18293707.07,NA,NA,NA,NA
2016,2904506,11000,3215,0,NA,524747.4,0,537783.47,166097.73,235.62,638.2,0,0,0,0
2015,2906873,2141,24029,68.35,0.52,4619036.72,105064.81,4834038.65,1291881.24,45121.13,109098.56,NA,NA,0,169187.39
2016,2910057,29382,74660,1507.54,727.46,11208028.66,3174038.27,10509690.14,1504061.85,296933.96,1517841.51,NA,NA,0,0
2015,2910057,29601,73397,1477.6,725.1,10843389.74,3178626.01,10087339.57,1545347.05,346264.83,1030974.24,NA,NA,0,1353325.32
2015,2913606,88235,151890,4033.26,2066.44,40892819.42,10858079.81,38621701.82,2364274.86,461232.7,1690439.16,NA,NA,0,0
2016,2913705,16788,17617,0,78,3231986.45,105254,3401880.31,448632.02,2890.04,34733.64,0,0,0,0
2015,2913903,2645,43214,80.43,47.9,7566398.24,218580.36,7855666.03,368332.81,869316.17,1250286.61,NA,NA,0,0
2015,2915809,675,19901,20.01,7.25,2704198.3,34182.41,2521970.02,130998.85,58548.37,140373.1,NA,NA,0,0
2014,2915809,689,20066,20.07,8.78,2560046.02,33424.11,2533278.51,105928.25,4754.42,75009.03,NA,NA,NA,NA
2015,2916104,9063,22615,477.64,346.62,5059986.1,1421370.58,5171570.19,709473.18,438538.56,755801.1,NA,NA,0,0
2015,2916401,71921,73956,522.21,2.79,6239216.13,1830942.91,7123607.02,177725.63,0,57144.1,0,0,NA,NA
2014,2917508,3462,59626,69.45,54.42,9713008.89,139579.71,10053937.58,695285.85,12187257.3,13895194.15,NA,NA,NA,NA
2013,2918001,131690,148142,5292.36,1900.38,37769372.41,14689742.84,37577966.48,974994.27,1173474.6,3606237.84,NA,NA,NA,NA
2016,2918407,140732,178876,4796,49.64,28223484.96,7971229.08,32615591.95,2954604.51,0,9215544.24,0,0,0,0
2012,2929206,10861,28252,452.13,151.51,6728470.64,740665.04,6982923.89,131408.65,NA,NA,NA,NA,NA,NA
2015,2930105,44427,62912,89.42,6683.1,11685622.99,91787.44,11679232.42,2268836.87,1362231.23,9573073.76,120000,120000,0,149414.21
2013,2930709,25455,116493,3022.41,NA,29223479.05,2857409.87,26370176.6,998341.75,0,290423.23,NA,NA,NA,NA
2015,2931202,7049,9815,0,0,1651934.34,0,1651934.34,136764.07,0,73112.54,0,0,0,0
2016,2931905,11420,21943,403.42,107.52,5261063.85,1304723.31,4956481.23,291160.72,3894.53,37454.47,NA,NA,0,0
2016,2100550,2434,5152,0,25,220000,40000,230000,41587.5,NA,NA,0,0,0,0
2015,2105989,900,3395,130,NA,90000,15000,60000,35000,NA,NA,30000,120000,0,0
2015,2111201,32126,40304,1469.46,62,16945373,4171031,6697909,3366711.27,75430.31,5844079.42,0,0,0,0
2011,2915601,28170,49772,0.01,216.87,6348838,0,6501915,490310,17208000,17208000,NA,NA,NA,NA
2009,2919306,3356,7701,153.14,2.59,1016988.12,306409.05,1011183.79,58620.63,NA,NA,0,0,0,0
2007,2922409,6774,9252,270.25,72,1006888.06,349838.25,999205.18,77265.92,0,0,NA,NA,NA,NA
2007,2924009,3605,87411,119.43,19,8620889.12,218940.56,9074248.37,567347.63,0,0,NA,NA,NA,NA
2009,2925204,27700,27957,7000,50,2556537.8,0,2758393.9,280875.15,0,0,0,0,0,0
